unboxer_id,vendor_id,target_bobcat
2468,4655,0
4255,29371,0
4394,31509,1
482,27827,0
2468,52691,0
2757,28695,1
3093,32512,0
3589,25074,0
92,23009,0
7961,60520,0
9406,36734,0
6153,56947,0
315,1068,0
8115,9207,0
5903,55171,0
3095,43102,0
3174,55969,0
1103,50255,0
6621,63775,0
3760,15132,0
4913,64696,0
7114,48253,0
3305,37052,0
4440,54486,0
3066,55259,0
2186,7094,0
87,41183,0
5485,52811,0
1655,8247,0
5350,67359,0
3525,25092,0
6430,43478,0
6771,40644,0
8321,7871,0
777,11836,0
406,24888,0
4823,65076,0
4063,61059,0
8141,69980,0
2952,3372,0
2753,65296,0
6320,55680,0
1135,13771,0
8243,11064,0
698,26946,0
1843,43215,0
8777,27470,0
7789,57950,0
8714,54864,1
3835,5614,0
2468,14004,0
191,30326,0
4559,2900,0
3046,47431,0
1279,51170,0
7188,68884,0
5742,53207,0
6356,40436,0
7160,13680,0
8714,52406,0
4377,2225,1
2735,3777,0
2838,22305,0
2081,66745,0
7365,59983,0
4306,39066,0
6160,4694,1
2788,48047,0
1189,52204,0
7540,62870,0
711,4109,0
5531,20596,0
4816,7329,0
2738,39578,0
7904,30117,0
4525,50913,0
3992,49868,0
5569,6820,0
4170,60180,1
8219,28312,0
6675,50192,0
7879,5337,1
6534,10458,0
8947,24541,0
4292,36881,0
4234,3409,0
8754,33309,0
5639,56879,1
7177,52582,1
5415,65600,0
2616,44154,0
5429,45128,0
4614,42962,0
5733,31164,0
762,67814,0
7057,35167,0
8750,55836,0
9022,17241,0
3412,41361,0
5589,2626,0
7615,26950,0
284,52356,1
2414,46609,0
6594,67233,0
8115,64393,0
3171,51626,0
1634,24371,0
6451,44500,0
3464,60310,0
4316,2992,0
7655,25470,0
4330,66443,0
6771,31488,0
3306,46060,0
528,25641,1
8618,61904,0
8231,39110,0
959,34093,0
8416,31876,0
3310,40770,0
977,2768,0
9013,38576,0
5861,9374,0
5352,15517,1
6297,34528,0
7697,7968,0
8035,3186,0
2860,52336,0
3711,44967,0
4782,67030,0
3731,24605,0
618,10445,0
7606,37404,0
1106,71004,1
3784,32825,0
2214,41768,0
7725,70099,0
4630,59434,1
1597,5275,0
147,19345,0
5262,19537,0
768,57489,0
3118,25558,0
7679,19449,0
2678,4270,0
2735,32431,0
6019,8977,1
2183,14839,1
6589,21332,0
6887,24731,0
3137,69910,0
4255,70249,0
2021,14489,0
7258,6108,0
5957,15420,0
1970,16484,0
3845,16655,0
5402,13809,0
872,46658,0
5947,13924,0
58,26595,0
4316,25128,0
4913,21622,0
6028,3157,0
2053,2573,0
4258,42134,0
8634,62200,0
6604,73542,0
1006,12400,0
5131,11288,0
4692,55826,1
4747,44167,0
3115,50370,0
7790,12215,0
4024,16696,0
1638,33141,0
4492,69002,0
6526,18923,0
3171,47213,0
522,73363,0
7421,47774,0
2258,3975,0
1924,51016,0
6844,29723,0
522,70995,0
5497,26900,0
187,60874,0
4015,12181,0
2036,26824,0
6196,3292,0
1084,64849,0
8646,43620,0
524,26402,0
8219,2197,1
8632,41187,0
1318,52665,0
5123,382,0
8021,36372,0
4552,10526,0
7211,67373,0
6943,29964,0
4120,15108,1
5762,17641,0
1760,66397,0
6188,36510,0
8208,43215,1
5330,30690,0
2700,11474,0
979,35449,0
307,15547,0
4255,18665,0
5415,48682,0
1526,26796,0
2516,63295,0
1463,57427,1
6045,24312,0
7788,58871,1
5170,6005,0
3521,37853,0
972,63322,0
6461,13671,0
1312,57347,0
3632,57189,0
4726,25043,0
8243,11522,0
8761,70806,0
2371,38875,0
4785,38316,0
1924,65182,0
5749,67388,0
8266,72427,0
5513,65053,0
6155,46419,0
5947,54112,0
8983,9801,0
4631,55837,0
8286,26581,0
1318,12862,0
607,26831,0
5157,4398,0
5268,55285,0
7310,35615,1
7076,16538,0
2189,12521,0
1560,29150,0
4623,7683,0
4537,45297,0
4653,22047,0
8322,18245,0
607,12098,0
8111,58148,0
789,51195,0
4820,44940,0
2743,4694,1
8002,18091,0
2712,9999,0
1953,30312,0
8319,26585,1
3776,15027,1
1084,40668,0
5533,45586,0
3109,25355,0
8529,50929,0
8231,58377,0
3129,42729,0
2838,41315,0
8131,24623,0
482,56362,0
8345,14981,0
5136,5377,0
5058,42214,0
5577,5640,0
6759,67333,0
4096,31205,0
8266,35985,0
8183,5039,1
8286,39473,0
8141,29794,0
8320,6627,0
2888,9728,0
809,34508,0
447,50417,0
4394,18798,0
7456,37656,0
7003,68149,0
3584,54443,0
3650,12853,0
7632,50459,0
2505,28611,0
4620,20836,0
6431,13407,1
3782,19353,0
6844,61920,0
8734,37209,0
117,15710,0
482,18658,0
4015,28878,1
7885,56008,0
524,17156,0
8602,64403,0
4255,17236,0
8021,59276,0
3984,45124,1
9000,14889,0
5905,16012,0
2036,6010,0
8316,33877,0
3048,45526,1
410,41481,0
1584,69943,0
902,20299,0
880,39965,0
2690,9019,0
8811,30646,0
804,1071,0
600,52438,0
8164,46419,0
8488,46368,0
7161,50302,0
2928,61837,0
2518,50500,0
6211,15803,0
8021,47761,0
1938,1035,0
5193,46312,0
1311,62712,0
3030,36800,0
5834,71263,0
1261,47872,1
1318,6824,0
3095,28061,0
1669,6084,0
5477,28040,1
2116,16117,0
929,67508,0
947,13209,0
5302,35926,0
3692,70464,0
4218,7137,0
6994,30834,0
922,58311,0
6653,22659,0
8906,31205,0
1135,49607,0
1697,105,1
2472,20558,0
8105,46006,0
7193,13591,0
768,10618,0
8887,57783,0
3333,40192,0
8810,41893,0
6465,29150,0
1256,14004,0
7941,60294,0
6782,68484,0
5503,59763,1
2603,62117,0
8243,8395,0
2389,63911,0
7986,38850,0
7700,68964,0
4941,13679,0
6832,54243,1
1769,43392,0
7683,45587,0
7400,21983,0
8286,7640,0
115,35508,1
301,17156,1
1160,257,0
2603,56505,0
2858,50429,0
1591,73245,0
1522,60275,0
7643,18409,0
4316,39799,0
1953,36283,0
5895,60918,0
2206,33795,0
4686,4956,0
6223,46899,0
4456,35508,0
1526,65839,0
351,9748,0
6613,57868,0
1207,43296,0
6806,18414,0
3584,4592,0
607,11796,0
5629,18953,0
6587,22406,1
2821,24541,0
7698,43003,0
6662,65707,1
3310,55463,0
6934,61866,0
1316,3240,0
1517,12709,0
775,52783,1
1238,60093,0
2674,43096,0
5465,53588,0
1341,28055,0
8266,73453,0
2218,10932,0
1453,68464,0
836,31167,0
482,44327,0
4686,22412,0
2821,18317,0
2328,43240,0
4623,1463,0
1457,70885,0
1584,12271,0
6981,55054,0
6393,16623,0
2739,62821,0
2739,19274,0
1280,9082,0
3854,29858,0
7063,49037,0
1433,33486,0
1418,36363,1
8231,49326,0
4386,54661,0
3263,52054,0
7693,23303,0
4198,40732,0
6076,43240,0
744,37619,0
6675,9845,0
5478,32922,0
466,59953,0
6081,15953,0
5604,5655,0
2518,24162,0
7822,46511,0
4192,16159,0
1699,25786,0
927,58391,0
4724,45398,0
3095,29112,0
4941,50885,0
3950,33743,0
883,48206,0
952,64403,1
11,46769,0
5742,38787,0
8781,29150,0
2598,43917,0
5881,21125,0
3871,50133,0
8471,23304,0
7532,21653,0
4515,53006,0
1149,18175,0
5875,22963,1
3523,58207,0
6081,44980,0
921,41401,0
7913,33293,0
4356,28654,0
5814,57799,0
1924,51208,0
8918,11573,0
3538,13151,0
5382,5949,0
586,51752,0
4995,47586,0
1613,38438,0
7396,38388,0
2053,59890,0
1292,8962,0
7936,64550,0
4452,24989,0
6945,38916,0
7633,55871,0
2381,19048,0
5448,12375,0
6869,26940,0
3375,33479,0
3095,61450,0
7886,4395,0
6157,13652,0
5508,22854,0
5330,3010,0
5235,38994,0
5759,23734,1
3953,31606,0
3631,46202,0
1638,45249,0
488,54718,0
8735,9269,0
1638,57439,0
187,8689,0
4851,10397,0
5689,66999,0
8931,44924,0
2705,17569,0
4499,48669,0
6189,61944,0
1149,47897,1
5048,2341,0
6335,24160,1
1189,69805,0
39,49308,0
2866,59215,0
2001,962,0
3584,27040,0
5546,57824,0
7822,70480,0
4931,47782,0
4242,50519,0
1285,58897,0
2788,28277,0
6769,20558,0
3145,65374,0
553,43666,0
6432,46492,0
8968,44774,0
829,1870,0
4255,27312,0
820,68341,0
5423,28255,1
5851,28507,0
4623,9359,0
3809,45094,0
6769,32975,0
5426,32761,0
5921,38107,0
1861,58309,0
6935,7436,0
5056,44106,0
1871,48640,0
2608,17021,0
8718,51862,0
4369,63439,0
3555,59501,1
1337,38384,0
7827,59615,0
3906,29536,0
8216,22495,0
746,60881,0
1044,70751,0
5500,41651,0
7400,17256,0
8768,19838,0
1319,51216,0
1706,23252,0
2543,6027,0
6715,66002,0
6079,48129,0
7875,33175,0
1418,13912,0
3926,56471,0
8341,3740,0
8049,22621,1
4644,54304,0
2465,54590,0
8124,12245,1
4504,47223,0
366,29405,0
835,13194,0
2922,58172,0
3445,3934,0
6184,24913,1
7990,20753,0
8942,13000,0
3375,5003,0
8243,31412,0
6138,12109,1
7929,20987,0
7190,64319,0
2214,70817,0
4517,66816,0
2106,54164,0
812,45750,0
3389,44154,0
3538,32160,0
6913,37260,0
488,56715,0
8219,34717,0
885,35139,0
1938,18610,0
7836,51948,0
2097,37796,0
4297,5875,0
7656,55034,0
3845,26289,0
4025,38996,0
3633,16984,0
7823,57277,0
5880,46679,0
7239,7731,0
8356,51640,0
6854,32225,0
2004,40313,0
2458,46277,0
1386,53651,0
4941,44842,0
7087,1904,0
8678,6215,0
2978,62235,0
2018,45182,0
1264,5000,0
3040,64280,1
445,7467,0
3045,45586,0
4316,4830,0
8021,19358,0
4532,67321,0
3142,70986,0
482,70126,0
1490,66376,0
7700,39159,0
3418,19855,0
8631,39156,0
7182,43872,0
11,67741,1
809,62683,0
7778,68464,1
3893,69634,0
3893,33579,0
385,61331,0
1122,40314,0
6492,61048,1
798,11242,0
4436,29566,0
8529,11021,0
8021,15967,0
1795,16031,1
4081,35991,0
1892,17093,0
5635,44738,0
2674,26369,0
833,43448,0
8950,53669,0
3492,28353,0
1084,14525,0
5349,34093,0
4580,40254,0
3094,52352,0
883,8721,0
4913,72818,0
5435,24605,0
498,60812,1
6981,10559,0
8803,31692,0
2721,10163,0
5944,56874,0
8243,24704,0
2491,22922,0
8063,9674,0
952,15127,0
1131,50712,0
8781,55742,0
7193,44831,0
2483,25444,0
503,35000,1
8263,36369,0
5102,38978,1
3040,70832,0
6817,35231,0
2460,23226,0
4017,55471,1
5078,14344,0
5018,13438,0
1975,13704,0
8942,69899,0
6416,11199,0
8116,37418,0
6777,28083,0
4850,35387,0
2690,63785,0
3893,1206,0
3973,8505,0
1584,55126,0
1084,17448,0
6685,32167,0
8243,62492,0
2981,48576,0
1121,9357,0
630,13253,0
2206,33151,0
4640,21617,0
3930,46278,0
4457,19146,0
8942,52555,0
7161,11376,0
2934,60010,0
8023,58121,0
8380,4752,0
5613,68336,0
4732,57729,0
4589,63743,0
8677,57819,1
5604,66564,0
7688,53230,1
5302,48954,0
7686,48784,0
4053,35352,1
2344,13277,0
3154,11926,0
3166,60585,0
8736,24485,0
6545,6395,0
3095,38029,0
2738,47326,0
8734,12497,0
8243,21714,0
630,54433,0
1319,59643,0
937,66826,0
4387,70176,0
3953,69724,0
7857,36551,0
6127,4382,0
6001,18819,1
5762,19051,0
1321,24766,0
4692,49735,0
7936,29764,0
7131,32143,0
1586,49202,0
141,60509,0
8231,41332,0
8220,45502,0
7046,21285,0
5313,53262,0
8021,38863,0
3557,68464,0
4667,1339,0
3447,9788,0
2189,12115,1
4921,35806,0
4585,58381,0
912,63649,0
2182,4104,0
2795,1381,0
1873,20920,0
922,6088,0
1220,50118,0
1899,43346,0
7805,61721,0
7143,39378,0
1331,52499,0
7947,58243,1
7805,11388,0
1264,24966,0
4924,1870,0
4997,38957,0
1037,8557,0
3068,11049,0
1037,68694,0
744,67930,0
5084,63750,0
2206,301,0
2829,53959,0
7963,37620,0
1775,29302,0
2956,26919,0
2468,20283,0
5544,15868,0
3796,30525,0
8223,6000,0
8603,27239,0
6742,37503,0
8106,62386,0
1613,41094,0
971,5845,0
7940,71072,0
7401,63622,0
3644,13825,0
5254,18175,0
5262,27295,0
3791,64488,0
2674,20929,0
5834,54099,0
5607,14849,0
1913,6594,0
2088,21096,0
5123,74427,0
8126,69676,1
6793,36571,0
6604,38639,0
4398,21602,0
8212,43778,0
8632,68123,0
912,40473,0
4574,32910,0
2472,53966,0
3600,46190,0
1102,799,0
4189,36774,0
3819,20944,0
618,46731,1
8860,948,0
3329,23571,0
1403,28276,0
7190,31324,0
4560,54157,0
5402,16228,0
6942,28011,0
1861,49509,0
4377,46337,0
1383,48080,0
327,10446,0
4305,31692,0
7131,55883,0
3994,60243,0
7007,67581,0
2879,36285,0
4765,36398,0
5531,32915,0
5936,23574,0
7338,10764,0
4394,58827,0
2851,41557,0
7130,57712,0
4299,29026,0
8472,41643,0
8371,65098,0
7651,50141,0
4824,53205,1
7041,51350,0
210,29331,0
327,30529,0
8015,230,0
4623,60940,0
726,11637,0
3863,21273,0
5604,57889,0
8300,31039,0
1311,45199,0
3835,24705,0
479,20475,0
8620,69159,0
5123,47547,0
835,51744,0
4452,48568,0
3835,41263,0
999,24966,1
2998,22679,0
5264,19623,0
5838,32922,0
1305,15522,0
6289,67688,0
5607,67512,0
7259,44389,1
306,2035,0
8440,67132,1
8243,59958,0
6061,18405,0
2598,7100,0
1584,58706,0
7463,61864,0
6799,62724,0
191,50160,0
3945,52457,0
7683,18282,0
3784,42252,0
4198,12077,0
5123,2027,0
7191,68741,0
3337,8309,0
4532,18619,0
2269,61381,0
5892,45448,1
3679,68631,0
1106,29516,0
1597,27964,0
6233,71276,0
8754,50175,0
613,58970,0
7375,41780,0
4988,25617,0
4850,8957,0
3386,28255,0
8819,35156,0
5177,9948,0
4782,63494,0
6968,10397,0
7411,29398,0
6561,10109,0
4771,70351,0
8347,22309,0
4630,11474,1
7725,16268,0
7767,4730,0
2829,71024,0
5739,26660,0
4609,54220,0
6968,12113,0
3622,7419,0
744,22487,0
6034,25848,0
6408,60719,1
5070,21400,0
7297,15090,0
6494,57819,0
6489,49997,0
4623,37913,0
4616,886,0
4316,8887,0
4449,44784,0
4956,54466,0
7679,49982,1
1613,56700,0
5794,9987,0
3278,41183,0
8162,66473,0
7609,16993,0
2458,45758,0
3649,59205,1
5402,24880,0
6430,13817,0
7777,45286,0
5585,44587,0
696,66448,0
1312,59723,0
1405,28237,0
7716,50129,0
1369,584,0
1735,45860,0
8371,5570,0
4171,67901,0
351,19344,0
2449,64765,0
6140,44382,0
7283,56173,0
2609,5578,0
6922,43629,0
3562,17736,0
7188,32423,0
7487,53218,0
5873,4325,0
2018,43221,0
498,33636,1
8231,54821,0
7673,56161,0
2783,39635,0
2973,16795,0
4217,6902,0
5993,54513,1
5109,26659,0
4306,2450,0
4642,67612,0
7569,53002,0
8269,44572,0
2357,65404,0
408,57819,0
8632,12854,0
1963,52160,1
3111,21968,0
1510,36547,0
4609,30168,0
4901,30041,0
4024,15859,1
7524,21884,0
4941,31819,0
1239,60294,0
3897,62896,0
5042,51772,0
8023,68503,0
3760,13076,0
402,71032,0
4269,71854,0
6907,9315,0
8304,69507,0
3135,43623,0
5044,66133,0
1858,55423,0
3398,31117,0
1613,51239,0
635,26070,0
7487,69253,0
649,49730,1
6068,45267,0
7540,50277,0
6176,16107,0
3754,63166,0
8977,29605,0
2258,59346,0
5157,60701,0
8115,48159,0
3711,16675,0
5116,19257,0
1597,41795,0
6383,68805,0
4785,66450,0
5845,13690,0
8887,69477,0
4269,74704,0
3849,60940,0
2674,5894,0
5856,56622,0
2783,26673,0
8861,18013,0
3137,5875,0
5607,25921,0
618,50123,0
2309,55771,0
411,60940,1
2003,46074,1
2130,28185,0
3374,43558,0
1453,66980,1
5313,8695,0
4540,54647,0
5252,45398,1
2365,53531,0
8342,36103,0
2787,8434,0
5697,3648,1
3933,50486,0
5944,66563,0
8441,58562,0
5044,61048,0
2081,17300,0
2759,31859,0
996,15973,0
1300,59812,0
8124,321,0
8243,63864,0
2036,28249,0
2964,13487,0
2207,65186,0
2995,33950,1
7643,12715,0
2132,18845,0
1135,4528,0
2388,29334,0
7776,66840,0
2943,6399,1
5941,738,0
303,64686,0
6378,46337,0
8671,46788,0
1711,13444,0
5563,44653,0
3821,14019,0
4537,57541,0
7113,22287,0
7161,16678,0
5913,39385,0
2845,31215,0
5713,11133,0
4387,46691,0
618,70889,0
7688,63023,0
1106,49202,0
3777,34774,0
7628,33447,0
2446,41683,0
4545,41277,1
768,41164,0
5834,46713,0
1490,36363,0
5563,18293,0
3066,24626,0
3186,946,0
8942,25927,0
5860,28257,0
7424,51069,0
6995,31720,1
4297,755,0
5918,16586,0
7334,51506,0
8632,19025,0
1143,49021,0
1433,35539,0
5228,46992,0
8968,69092,0
3631,31421,0
6076,20458,0
8320,18705,0
3066,66634,0
7777,38384,0
5317,22833,0
1575,59890,0
5038,48594,0
6084,982,0
8750,34473,0
1631,10688,0
5402,14396,0
8747,58394,0
4255,20443,0
8618,1540,0
2472,68040,1
5218,67127,0
1761,18958,0
354,40330,0
4125,31360,0
6061,49021,0
3115,26108,0
4873,31480,0
7439,62974,0
3356,52783,0
7400,42819,0
7789,64955,0
2471,33136,1
1302,56049,1
4120,13865,0
1343,7672,0
6203,26419,0
5629,55810,0
7720,2130,0
3960,22691,0
337,26429,0
8153,17900,0
582,28255,0
5739,43652,0
1103,8998,0
3622,56540,0
7114,26042,0
507,50356,0
936,6034,0
4371,63204,0
8138,34026,0
3487,74838,0
488,58284,0
8115,63222,0
2113,8581,0
6943,11833,0
2770,23909,0
4517,48635,0
7974,50788,0
7217,61396,0
8653,19602,0
165,63162,0
2253,18837,1
6135,55602,0
366,56314,0
2910,68670,0
583,68910,0
7297,30184,0
2850,6689,0
7971,61115,0
4618,64039,1
4377,66634,0
5048,39634,0
7424,65562,0
2483,67885,0
5697,51626,1
6432,46983,0
3447,49364,0
1713,49026,0
8734,18214,0
7994,10418,0
3690,37899,0
1319,55108,1
4255,16534,0
744,11968,0
188,421,0
531,55973,0
3139,41388,0
7778,60738,0
608,60164,1
388,48270,0
9027,46711,0
8472,33409,0
6393,20442,0
7679,33700,1
5609,8655,0
6174,43027,0
5843,7856,0
3844,6002,0
7315,13170,0
5905,69039,0
4547,44280,1
1861,37459,0
8296,47474,0
3081,57633,0
2053,66386,0
1741,5934,0
5155,21448,0
3603,12978,0
3007,22083,0
4384,8750,0
3930,61540,0
4511,45526,0
7778,38136,0
8021,3852,0
2527,50083,0
7926,53982,1
408,49992,0
2053,22718,0
7010,59913,0
5604,36489,0
7936,38366,0
4623,64891,0
2128,47486,0
7010,11978,0
6140,11032,0
259,28572,1
8909,64872,0
7913,71004,1
8371,13181,0
5742,42418,0
4630,11106,0
6535,12590,0
7730,45213,0
6717,35137,0
6928,24989,0
2844,23304,0
972,59520,0
2539,64083,1
4814,11731,0
3280,61744,0
5607,23890,0
2124,50777,0
3985,26833,0
2829,38832,0
1842,44556,0
1163,27174,0
1149,66072,0
6944,61916,0
2492,59434,0
7822,46194,0
6763,140,0
3562,5008,0
1302,38258,1
654,50465,0
5604,21836,0
1907,61775,0
8105,68341,1
2175,20643,0
5604,39664,0
8264,52612,0
7679,40170,0
1067,4871,0
3084,9771,0
8942,17216,0
6817,7857,0
2097,2308,0
5225,19465,0
7681,60732,0
7089,66599,0
53,2202,0
5230,32909,0
3809,24733,0
7190,18379,0
4742,67559,0
8867,3545,0
6653,10663,0
1008,53406,0
7334,18483,0
2690,45863,0
5862,10902,0
1238,34167,0
2770,2678,0
1362,21487,0
847,22792,1
5880,19383,0
6387,17521,0
4366,66888,0
3715,6084,0
2189,39415,1
8626,55968,0
2465,1008,0
5619,25327,0
7543,38836,0
1627,32895,0
5736,3013,0
6934,22282,0
7043,25010,0
1008,65553,0
3064,65758,0
6844,17487,0
2996,45448,0
7587,42046,0
7480,14455,0
5983,6565,0
8860,357,0
618,66598,0
530,1925,0
3938,2087,0
1739,40695,0
1238,62298,0
5951,49991,0
6589,18317,0
5132,66671,0
8802,30844,0
2459,14272,0
7822,37631,0
7381,56694,0
5642,7985,0
4913,44842,0
8707,28337,0
2494,39346,0
5230,39559,0
3861,31034,0
7597,43711,1
8485,34364,0
1238,61263,0
956,31825,0
6791,51775,0
4376,43891,0
2886,33877,0
5825,44572,0
3048,68292,0
1542,32954,0
8243,96,0
4553,57348,0
196,30248,1
1037,12159,0
8895,57957,0
2792,28989,0
2745,57800,0
3492,29442,0
540,35050,0
141,14127,0
8603,65936,0
296,6171,0
3844,69603,0
5048,20787,0
1163,64801,0
1269,18699,0
5563,26832,0
6746,2658,0
4507,61110,0
2360,62359,0
6860,49369,0
6675,30014,0
8703,37629,0
927,4393,0
4709,28604,0
5123,17361,0
5531,35393,0
3000,48497,0
2804,13000,0
3341,15000,0
4699,47670,0
8811,6034,0
4517,41533,0
307,18183,0
5590,46073,0
7999,48858,0
2545,10324,1
1318,8454,0
4657,60691,1
1524,19080,0
688,13198,0
3615,13249,0
7631,7056,0
4102,44813,1
2877,28507,0
977,65833,0
4913,28257,0
5845,29414,0
6397,68319,0
471,9902,1
4436,32570,0
3897,21836,0
7543,68382,0
1302,16641,0
1597,41792,0
498,584,0
835,71787,0
8526,32045,0
4643,36831,0
8430,37219,0
4686,63217,0
4377,25812,1
8469,4797,0
1386,14584,0
2740,36217,0
4913,16873,0
8899,56981,0
1597,69304,0
2269,67633,0
9406,44354,0
257,33348,0
8754,62340,0
8021,17900,0
980,6034,0
3921,64709,0
4742,50399,0
1702,1216,0
66,34953,0
8741,49973,0
1284,22552,0
3095,57660,0
3125,29102,0
4724,5021,0
1512,31934,1
2943,26308,0
8115,5870,0
6343,64146,0
3048,28888,1
5485,26951,0
4247,24644,1
3694,26203,0
2712,52890,0
6127,63317,0
8239,43711,0
3154,50351,0
3931,64120,0
2206,72244,0
119,5353,0
6088,48114,0
6589,54191,0
5756,61214,0
652,2768,0
8480,16124,0
4377,66876,0
2821,65543,0
4474,20159,0
6806,25506,0
7161,14303,0
4356,65338,0
5862,12398,0
7805,16858,0
7805,19080,0
1451,27886,0
2320,36279,0
2531,26612,0
7442,31129,0
7686,9226,0
3803,64064,1
2850,28888,1
498,37889,1
3844,33387,0
5662,12701,0
1602,47033,0
499,61729,0
540,13093,0
1284,10234,0
7388,68314,0
8425,67117,0
4623,26796,0
8095,58365,0
6408,56561,1
4699,65327,0
8754,21607,0
2564,48265,0
8722,53881,0
4307,51931,0
466,4665,0
2214,31468,0
7717,44381,0
2647,63644,0
673,24320,0
5147,51069,0
6436,17256,0
630,36614,0
6084,38731,0
4158,28595,1
5814,38127,0
4290,12198,0
8910,70635,0
5921,46153,0
744,46809,0
729,52250,0
7676,24441,0
7207,52699,0
3512,62339,0
482,9802,0
2124,19055,1
7558,64280,0
929,29133,0
7898,22814,1
8319,36410,0
2260,53394,0
7597,5430,1
6188,65442,0
6934,35582,0
4082,21357,1
2320,34774,0
8094,9965,0
835,49628,0
8040,4554,0
1201,67620,0
3986,1402,0
1238,64392,0
3679,46418,0
6691,44940,0
2787,3307,0
7066,30016,0
4699,65203,0
6123,24413,1
3835,44542,0
3482,41879,0
865,29081,0
3137,58738,0
2648,59172,1
5921,43259,0
8321,28605,0
4282,21172,0
7312,59405,0
5041,27239,0
5856,42552,0
4033,17241,0
6343,62144,0
3040,70990,1
5044,33211,0
2730,606,0
4827,45448,0
8342,59097,0
8426,54218,1
6250,59245,0
6325,24976,1
7805,36646,0
977,17757,0
5947,27913,0
912,30106,0
4092,27707,0
5762,49273,0
2792,39838,0
7424,3595,0
4665,29696,0
3284,4056,0
3844,14889,0
5483,20934,0
8569,17429,1
2700,23643,0
3875,56272,0
6530,53643,0
2097,50378,0
6085,17985,0
2792,22411,0
3379,23231,0
4284,54547,0
2538,32357,0
7193,62876,0
5042,10339,1
2740,38767,0
2973,63245,0
7823,52083,0
7280,44458,0
8440,69178,0
433,28805,0
1984,32723,0
7009,62726,0
6953,47951,0
5698,52763,0
1860,8733,0
8067,45303,0
8070,47982,0
867,12841,0
6662,43822,0
1369,24524,0
2172,43337,0
2647,23242,0
2704,65579,0
7144,61077,1
7154,41434,0
1921,22814,0
5531,37315,0
4985,49184,0
270,65676,0
8884,23624,0
1638,29185,0
165,61988,0
2712,18160,0
2126,61268,0
53,53432,1
3809,30016,0
1718,48655,0
6769,54550,0
835,64980,0
4625,45750,0
4125,642,0
5369,66368,0
5070,31556,0
923,32903,0
402,17928,0
2448,68520,0
708,28604,1
777,25354,0
8128,50140,0
4255,10405,0
4081,64013,0
6203,37647,0
6735,30464,1
5465,34000,0
186,53144,0
7274,57889,0
5330,47825,0
4549,2296,0
7698,40630,0
1186,28253,0
2126,57908,0
2700,429,0
4377,63285,0
6898,64141,0
5304,44421,0
2803,43891,0
9022,19081,0
3782,17417,0
5352,62235,0
3921,10520,0
2183,32256,1
8603,16281,0
5750,12092,0
482,11942,0
6522,51270,0
8203,16360,0
3809,61435,0
1204,34774,0
304,15852,1
5313,46950,0
